similar_code,uni_code,prog_code,course_name,2016_cut_off,2015_cut_off,2014_cut_off
158,RTI,1106758,Diploma in Information Communication Technology,,5,4
158,RVIST,1276158,Diploma in Information Communication Technology (ICT),,4,5
158,RWIKA TI,1071758,Diploma in Information Communication Technology,,10,
158,SHAMBERERE TTI,1049758,Diploma in Information Communication Technology,,,
158,SIAYA,1430758,Diploma in Information Communication Technology (ICT),,,
158,SIGALAGAL TTI,1084758,Diploma in Information Communication Technology,,4,
158,ST.JOSEPH TI,1380758,Diploma in Information Communication Technology,,,
158,TDC,1062758,Diploma in Information Communication Technology,,4,
158,THIKA TTI,1269758,Diploma in Information Communication Technology,,4,4
158,TOMBOYA LC,1415758,Diploma in Information Communication Technology (ICT),,,
158,WOTE TTI,1243758,Diploma in Information Communication Technology,,4,
159,KU,1111659,Bachelor of Public Policy and Administration,,37.609,36.066
159,KSU,1087159,Bachelor of Arts (Public Administration),,33.741,34.289
159,UOK,1118159,Bachelor of Arts (Public Administration),,23,32.828
159,MKU,1279671,Bachelor of Arts in Public Administration and Governance,,23,
162,KU,1111162,Bachelor of Education (Arts) Music,,35.779,31.726
162,KU,1111160,Bachelor of Music,,28.975,25
162,KU,1111661,Bachelor of Music (Technology),,23,25
162,MU,1253161,Bachelor of Arts (Music),,23,25
162,MSU,1229161,"Bachelor of Arts (Music, With IT)",,23,25
162,MSU,1229162,"Bachelor of Education (Music, With IT)",,23,25
162,TUK,1112160,Bachelor of Music,,23,25
162,BARA,1181161,Bachelor of Arts (Music),,30.903,
163,UON,1263163,Bachelor of Science (Statistics),,43.135,43.077
163,KU,1111163,Bachelor of Science (Statistics & Programming),,42.439,41.851
163,EU,1057163,Bachelor of Science (Statistics),,41.716,40.98
163,JKUAT,1249163,Bachelor of Science Statistics,,41.944,41.563
163,MUST,1240163,Bachelor of Science Statistics,,37.21,37.356
163,SEKU,1166163,Bachelor of Science (Statistics),,35.796,35.709
163,LU,1176163,Bachelor of Science (Statistics),,34.849,29.924
163,TTUC,1091163,Bachelor of Science (Statistics),,30.313,30.916
163,KYUC,1079163,Bachelor of Science (Statistics),,33.792,32.288
163,EUC,1093163,Bachelor of Science (Statistics),,34.396,30.471
163,MCKUC,1170664,Bachelor of Science in Statistics and Programming,,36.021,35.818
163,MKU,1279163,Bachelor of Science in Statistics,,30.048,
164,MU,1253164,Bachelor of Science (Applied Statistics With Computing),,41.347,40.954
164,MSU,1229164,"Bachelor of Science (Applied Statistics, With IT)",,40.063,39.649
164,MMUST,1082164,"Bachelor of Science (Applied Statistics, With IT)",,33.016,
164,KSU,1087164,Bachelor of Science (Applied Statistics),,32.052,38.764
164,MMU,1165164,Bachelor of Science (Applied Statistics With Computing),,37.229,35.981
164,UOK,1118164,Bachelor of Science (Applied Statistics With Computing),,34.417,25
164,KARU,1244164,Bachelor of Science in Applied Statistics With Computing,,33.419,37.56
164,UOE,1114164,Bachelor of Science in Applied Statistics With Computing,,37.654,38.954
164,MRUC,1246164,Bachelor of Science (Applied Statistics With Programming),,31.798,28.682
164,RUC,1073164,Bachelor of Science (Applied Statistics),,31.058,35.483
164,KAFUCO,1470164,"Bachelor of Science (Applied Statistics, With IT)",,23,
164,ELDO POLY,1237764,Diploma in Applied Statistics,,4,4
164,KIST,1075764,Diploma in Applied Statistics,,5,4
164,OL'LESSOS TTI,1104764,Diploma in Applied Statistics,,,8
165,UON,1263165,Bachelor of Arts (Planning),,42.026,41.638
165,MSU,1229765,"Bachelor of Arts (Urban and Regional Planning, With IT)",,39.645,39.983
165,TUK,1112665,Bachelor of Science (Urban Design and Development),,40.457,38.662
169,KU,1111169,Bachelor of Education (Arts) German,,23,25
169,MU,1253169,Bachelor of Arts (German),,23,25
169,PU,1117169,Bachelor of Arts (German),,23,
171,MU,1253171,Bachelor of Arts (Community Development),,29.632,30.072
171,PU,1117171,Bachelor of Arts in Community Development,,23,
171,KSU,1087171,Bachelor of Arts (Community Development),,23,30.613
171,MMU,1165171,Bachelor of Arts (Community Development),,23,25
171,KARU,1244171,Bachelor of Arts in Community Development,,23,25
171,GUC,1096171,Bachelor of Arts Community Development,,23,
171,ANU,1078171,Bachelor of Arts (Community Development),,23,
171,DAYSTAR,1162171,Bachelor of Arts in Community Development,,29.372,
171,GRETSA,1088171,Bachelor of Arts in Community Development,,23,
171,SCU,1090171,Bachelor of Arts in Community Development,,23,
171,SPU,1107171,Bachelor of Arts in Community Development,,23,
171,COPUCK,1080771,Diploma in Community Development,,8,7
171,ANU,1078771,Diploma in Community Development,,,
171,BUSHIANGALA TTI,1190771,Diploma in Community Development,,8,9
171,KAREN TTI,1440771,Diploma in Community Development,,8,9
171,MAASAI TTI,1081771,Diploma in Community Development,,7,10
171,NEPTTI,1230771,Diploma in Community Development,,,10
171,WOTE TTI,1243771,Diploma in Community Development,,7,8
173,EU,1057174,Bachelor of Science in Soil Environment & Land Use Management),,28.732,25
173,EU,1057173,Bachelor of Science (Water and Environmental Engineering),,36.804,38.841
175,UOK,1118175,Bachelor of Science (Agroforestry & Rural Development),,23,25
175,UOE,1114175,Bachelor of Science (Agroforestry & Rural Development),,23,25
176,UON,1263176,Bachelor of Construction Management,,43.381,43.348
176,KU,1111776,Bachelor of Science (Construction Management),,42.252,
176,JKUAT,1249176,Bachelor of Construction Management,,42.437,42.783
176,JOOUST,1053776,Bachelor of Science (Construction Management),,35.858,38.46
176,BUMBE TTI,1110876,Diploma in Building Construction Technology,,6,10
176,KAREN TTI,1440876,Diploma in Building Construction Technology,,6,5
176,KIHBT,1445876,Diploma in Building,,4,6
176,KIHBT,1445739,Diploma in Construction Plant Engineering,,5,
176,KSM POLY,1074739,Diploma in Construction Plant,,8,
176,KTTC,1268876,Diploma in Building Construction,,4,4
176,MATILI TTI,1307876,Diploma in Building Construction,,,
176,RIAT,1241876,Diploma in Building,,10,4
176,RIFT VALLEY TTI,1100876,Diploma in Building Construction Technology,,4,4
176,RTI,1106876,Diploma in Building Construction Technology,,5,4
176,SHAMBERERE TTI,1049876,Diploma in Building & Construction,,5,
176,THIKA TTI,1269876,Diploma in Building Construction,,5,4
178,MRUC,1246136,Bachelor of Science (Criminology and Security Studies),,23,30.793
179,KU,1111179,Bachelor of Arts (Theater Arts & Film Technology),,38.854,38.159
179,MSU,1229179,"Bachelor of Arts (Drama and Theatre Studies, With IT)",,33.22,36.676
179,MMUK,1164679,Bachelor of Film Animation,,37.642,37.144
180,UON,1263180,Bachelor of Education (Early Childhood Education),,28.868,31.847
180,KU,1111180,Bachelor of Education (Early Childhood Education),,30.182,30.272
180,MSU,1229180,"Bachelor of Education (Early Childhood Education, With IT)",,29.899,30.652
180,MMUST,1082180,Bachelor of Education (Early Childhood Education),,23,25
180,PU,1117180,Bachelor of Education (Early Childhood Education),,23,25
180,CU,1105780,Bachelor of Education (Early Childhood Development Education),,23,25
180,KSU,1087880,Bachelor of Education (Early Childhood Development),,23,25
180,MMU,1165680,Bachelor of Education (Early Childhood Development Education),,23,25
180,JOOUST,1053780,Bachelor of Education (Early Childhood Development),,23,25
180,UOK,1118680,Bachelor of Education (Early Childhood and Primary Education),,23,25
180,LU,1176780,Bachelor of Education (Early Childhood Development),,23,25
180,UOE,1114680,Bachelor of Education (Early Childhood & Primary Education),,23,25
180,KBBU,1108880,Bachelor of Education (Early Childhood),,23,25
180,RUC,1073680,Bachelor of Education (Early Childhood & Primary Education),,23,
180,MCKUC,1170180,Bachelor of Education in Early Childhood Education,,23,25
180,ANU,1078880,Bachelor of Education (Early Childhood),,23,
180,ANU,1078680,Bachelor of Education (Early Childhood and Primary Education),,23,
180,KHEU,1169880,Bachelor of Education (Early Childhood),,23,
180,MKU,1279675,Bachelor of Education in Early Childhood Studies,,23,
180,RU,1060680,Bachelor of Education (Early Childhood Development Education),,23,
180,SCU,1090680,Bachelor of Education (Early Childhood Development Education),,23,
180,SPU,1107680,Bachelor of Education (Early Childhood Development Education),,23,
181,MU,1253182,Bachelor of Science (Communication and Journalism),,39.119,38.834
181,JKUAT,1249183,Bachelor of Journalism,,39.913,37.624
181,MMUST,1082181,Bachelor of Journalism & Mass Communication,,36.622,36.862
181,TUM,1063177,Bachelor of Broadcast Journalism,,31.102,
181,TUM,1063181,Bachelor of Journalism & Mass Communication,,36.16,36.291
181,MMUK,1164183,Bachelor of Journalism,,40.204,39.126
181,KBBU,1108181,Bachelor of Journalism and Mass Communication,,34.774,34.206
181,RUC,1073182,Bachelor of Science (Communication & Journalism),,31.812,33.862
181,RU,1060183,Bachelor of Journalism,,23,
181,USIU,1058649,Bachelor of Arts in Journalism,,31.735,
181,MOMBASA TTI,1113783,Diploma in Journalism & Media,,9,9
184,UON,1263184,Bachelor of Science (Management of Agro-ecosystem and Environment),,28.536,29.801
184,EUC,1093184,Bachelor of Science (Management of Agro-ecosystem and Environment),,23,25
185,UON,1263185,Bachelor of Science (Horticulture),,35.131,33.517
185,EU,1057185,Bachelor of Science (Horticulture),,33.082,32.211
185,JKUAT,1249185,Bachelor of Science Horticulture,,34.045,33.882
185,MSU,1229185,"Bachelor of Science (Horticulture, With IT)",,29.664,29.145
185,PU,1117185,Bachelor of Science (Horticultural Science & Management),,23,25
185,CU,1105185,Bachelor of Science (Horticulture),,23,28.777
185,MUST,1240185,Bachelor of Science Horticulture,,23,25
185,SEKU,1166185,Bachelor of Science (Horticulture),,23,25
185,JOOUST,1053185,Bachelor of Science (Horticulture),,23,25
185,UOK,1118185,Bachelor of Science (Horticulture),,23,25
185,KARU,1244185,Bachelor of Science in Horticultural Science & Management,,23,25
185,UOE,1114185,Bachelor of Science (Horticultural Science & Management),,23,25
185,TTUC,1091185,Bachelor of Science (Horticulture),,23,25
185,RUC,1073185,Bachelor of Science (Horticulture),,23,25
185,EUC,1093185,Bachelor of Science (Horticulture),,23,25
185,TMUC,1515185,"Bachelor of Science (Horticulture, With IT)",,23,
186,UON,1263186,Bachelor of Science (Environmental Conservation and Natural Resources Management),,36.657,36.436
186,KU,1111686,Bachelor of Environmental Studies (Environmental Resource Conservation),,35.879,35.335
186,MMU,1165886,Bachelor of Science (Environmental Management),,23,
186,SEKU,1166186,Bachelor of Science (Environmental Conservation and Natural Resources Management),,27.795,29.118
186,SEKU,1166886,Bachelor of Science (Environmental Management),,23,25
186,EUC,1093186,Bachelor of Science (Environmental Conservation and Natural Resources Management),,23,27.151
187,UON,1263187,Bachelor of Science (Agribusiness Management),,39.364,38.397
187,KU,1111587,Bachelor of Science (Agribusiness Management),,39.999,38.952
187,MU,1253187,Bachelor of Science (Agri Business Management),,38.41,37.433
187,EU,1057687,Bachelor of Agribusiness Management,,37.789,36.971
187,JKUAT,1249787,Bachelor of Science Agribusiness Management and Enterprise Development,,39.623,39.622
187,MSU,1229187,"Bachelor of Science (Agribusiness Management, With IT)",,34.888,24.259
187,MMUST,1082256,Bachelor of Science in Agribusiness Management and Marketing,,31.186,30.735
187,PU,1117187,Bachelor of Science (Agribusiness Management & Trade),,34.41,34.123
187,CU,1105257,Bachelor of Agribusiness Management,,32.956,34.959
187,KSU,1087687,Bachelor of Science in Agribusiness Mangement,,32.38,34.492
187,MMU,1165257,Bachelor of Agribusiness Management,,28.068,
187,MUST,1240187,Bachelor of Science Agribusiness Management,,32.661,34.657
187,SEKU,1166787,Bachelor of Science Agribusiness Management and Enterprise Development,,28.743,
187,JOOUST,1053187,Bachelor of Science (Agribusiness Management),,29.994,25
187,LU,1176687,Bachelor of Agribusiness Management,,30.979,33.289
187,RUC,1073587,Bachelor of Science (Agribusiness),,28.446,31.417
187,EUC,1093187,Bachelor of Science (Agribusiness Management),,30.515,32.138
187,MCKUC,1170258,Bachelor of Science in Agribusiness Management and Trade,,30.479,31.164
187,BARA,1181587,Bachelor of Science (Agribusiness),,29.086,
187,GLUK,1192187,Bachelor of Science (Agribusiness Management),,27.253,
187,ELDO POLY,1237987,Diploma in Entrepreneurship Development,,7,7
187,KIST,1075989,Diploma in Entrepreneurship Development,,7,8
187,KITALE TTI,1101987,Diploma in Entrepreneurial Agriculture,,7,7
187,KSM POLY,1074987,Diploma in Entrepreneurship Development,,9,9
187,RIAT,1241987,Diploma in Entrepreneurship Development,,7,8
187,SIGALAGAL TTI,1084987,Diploma in Entrepreneurial Agriculture,,8,8
187,SIST,1216987,Diploma in Entrepreneurial Agriculture,,7,8
188,KU,1111188,Bachelor of Science (Environmental Health),,41.037,40.067
188,MU,1253188,Bachelor of Science (Environmental Health),,40.147,41.378
188,TUM,1063530,Bachelor of Science in Environmental Health Sciences (Public Health),,31.464,
188,PU,1117188,Bachelor of Science in Environmental Health,,35.225,33.841
188,UOK,1118188,Bachelor of Science (Environmental Health),,35.465,35.143
188,DAYSTAR,1162188,Bachelor of Science in Environmental Health,,28.16,
188,MKU,1279188,Bachelor of Science in Environmental Health,,27.202,
188,TUM,1063788,Diploma in Enviromental Health Sciences,,51,
188,KMTC,1235788,Diploma in Enviromental Health Sciences,,,24
188,MOMBASA TTI,1113788,Diploma in Enviromental Health Sciences,,,25
189,MU,1253189,Bachelor of Science (Human Resource Management),,38.478,38.067
189,JKUAT,1249189,Bachelor of Human Resource Management,,39.782,40.251
189,KSU,1087189,Bachelor of Human Resource Management,,35.718,34.3
189,MMU,1165189,Bachelor of Science (Human Resource Management),,34.714,35.01
189,UOK,1118189,Bachelor of Science (Human Resource Management),,33.898,33.61
189,KARU,1244189,Bachelor of Human Resources Management,,35.06,31.395
189,MRUC,1246189,Bachelor of Science (Human Resource Management),,23,33.043
189,KYUC,1079189,Bachelor of Science (Human Resource Management),,29.772,32.56
189,GUC,1096189,Bachelor of Science (Human Resource Management),,23,
189,RUC,1073189,Bachelor of Science in Human Reource Management,,30.607,33.354
189,TUM,1063789,Diploma in Human Resource Management,,7,
189,COPUCK,1080789,Diploma in Human Resource Management,,6,7
189,BONDO TTI,1465789,Diploma in Human Resource Management,,9,
189,BUSHIANGALA TTI,1190789,Diploma in Human Resource Management,,8,8
189,CIT,1067789,Diploma in Human Resource Management,,7,7
189,ELDO POLY,1237789,Diploma in Human Resource Management,,6,7
189,FCK,1051789,Diploma in Human Resource Management,,7,7
189,GUSII TI,1065789,Diploma in Personnel Management,,10,10
189,KABETE TTI,1064789,Diploma in Human Resource Management,,7,7
189,KEROKA TTI,1227789,Diploma in Human Resource Management,,8,10
189,KIIRUA TTI,1048789,Diploma in Human Resource,,8,
189,KIST,1075789,Diploma in Human Resource Management,,8,7
189,KISTVC,1085789,Diploma in Human Resource Management,,,8
189,KITALE TTI,1101789,Diploma in Human Resource Management,,7,8
189,KSM POLY,1074789,Diploma in Human Resource Management,,7,7
189,KTTC,1268789,Diploma in Human Resource Management,,6,7
189,MAASAI TTI,1081789,Diploma in Human Resource Management,,,7
189,MATHENGE TTI,1072789,Diploma in Human Resource Management,,9,9
189,MATILI TTI,1307789,Diploma in Human Resource Management,,8,7
189,MERU TTI,1083789,Diploma in Human Resource Management,,8,7
189,MICHUKI TTI,1382789,Diploma in Human Resource,,6,8
189,MITUNGUU TTI,1450789,Diploma in Human Resource Management,,8,
189,MOMBASA TTI,1113789,Diploma in Human Resource Management,,6,7
189,MUKIRIA TTI,1277789,Diploma in Human Resource Management,,,
189,MUKURWEINI TTI,1490789,Diploma in Human Resource Management,,,
189,NABUNE TTI,1052789,Diploma in Human Resource Management,,6,
189,NAIROBI TTI,1044789,Diploma in Human Resource Management,,7,7
189,NEPTTI,1230789,Diploma in Human Resource Management,,,7
189,NYANDARUA IST,1228789,Diploma in Human Resource Management,,,
189,NYERITTI,1239789,Diploma in Human Resource Management,,7,7
189,OL'LESSOS TTI,1104789,Diploma in Human Resource Management,,56,9
189,PCKINYANJUI TTI,1076789,Diploma in Human Resource Management,,11,11
189,RIAT,1241789,Diploma in Human Resource Management,,7,7
189,RIFT VALLEY TTI,1100789,Diploma in Human Resource Management,,8,8
189,RTI,1106789,Diploma in Human Resource Management,,56,8
189,RVIST,1276189,Diploma in Human Resource Management,,7,8
189,RWIKA TI,1071789,Diploma in Human Resource Management,,,
189,SHAMBERERE TTI,1049789,Diploma in Human Resource Management,,7,9
189,SIAYA,1430789,Diploma in Human Resource Management,,9,7
189,SIGALAGAL TTI,1084789,Diploma in Human Resource,,7,8
189,SIST,1216789,Diploma in Human Resource Management,,,6
189,THIKA TTI,1269789,Diploma in Human Resource Management,,8,7
189,TOMBOYA LC,1415789,Diploma in Human Resource Management,,8,10
189,WOTE TTI,1243789,Diploma in Human Resource Management,,8,8
190,UON,1263190,Bachelor of Science (Food Nutrition and Dietetics),,41.209,41.388
190,KU,1111190,"Bachelor of Science (Food, Nutrition & Dietetics)",,40.962,40.733
190,EU,1057190,Bachelor of Science (Food Nutrition & Dietetics),,39.186,39.508
190,JKUAT,1249274,Bachelor of Science (Food Science and Nutrition),,40.195,40.098
190,MSU,1229190,"Bachelor of Science (Nutrition and Dietetics, With IT)",,38.033,38.748
190,KSU,1087190,Bachelor of Science in Food Nutrition and Dietetics,,32.096,36.146
190,SEKU,1166190,Bachelor of Science (Food Nutrition and Dietetics),,33.679,33.648
190,KARU,1244191,Bachelor of Science in Food Science and Nutrition,,34.067,33.664
190,UOE,1114191,Bachelor of Science (Food Science & Nutrition),,35.451,35.98
190,BARA,1181202,Bachelor of Science in Nutrition and Dietetics,,28.632,
190,GLUK,1192202,Bachelor of Science in Nutrition and Dietetics,,30.266,
190,MKU,1279202,Bachelor of Science in Nutrition and Dietetics,,28.742,
190,CIT,1067790,Diploma in Dietetic Management,,5,
190,FCK,1051790,Diploma in Dietetics Management,,4,
190,KMTC,1235790,Diploma in Community Nutrition,,21,4
190,OL'LESSOS TTI,1104790,Diploma in Dietetic Management,,,4
190,RIFT VALLEY TTI,1100790,Diploma in Dietetic Management,,,5
194,KU,1111194,Bachelor of Science (Medical Laboratory Science),,43.149,43.925
194,MU,1253194,Bachelor of Science (Medical Laboratory Science),,41.73,
194,JKUAT,1249194,Bachelor of Science (Medical Laboratory Sciences),,41.649,43.757
194,MSU,1229194,"Bachelor of Science (Medical Laboratory Sciences, With IT)",,41.607,42.906
194,MMUST,1082194,Bachelor of Science (Medical Laboratory),,39.864,42.543
194,TUM,1063194,Bachelor of Science in Medical Laboratory Sciences,,40.456,41.731
194,KSU,1087194,Bachelor of Science in Medical Laboratory Sciences,,40.698,38.334
194,BARA,1181194,Bachelor of Science in Medical Laboratory Sciences,,29.592,
194,KeMU,1077194,Bachelor of Science in Medical Laboratory Sciences,,28.027,
194,MKU,1279194,Bachelor of Science in Medical Laboratory Sciences,,30.461,
194,TUM,1063794,Diploma in Medical Laboratory Science,,27,
194,TUM,1063895,Diploma in Science Laboratory Technology,,,
194,ELDO POLY,1237794,Diploma in Medical Laboratory Sciences,,26,
194,GUSII TI,1065794,Diploma in Medical Laboratory Science,,27,27
194,KMTC,1235794,Diploma in Medical Laboratory Sciences,,24,24
194,KSM POLY,1074794,Diploma in Medical Laboratory Sciences,,27,25
195,UON,1263194,Bachelor of Science (Medical Laboratory Science & Technology),,43.654,44.272
195,EU,1057195,Bachelor of Science (Biomedical Science & Technology),,40.173,34.976
195,CU,1105194,Bachelor of Science (Biomedical Science and Technology),,39.695,39.076
195,KSU,1087195,Bachelor of Science in Biomedical Sciences & Technology,,38.04,40.224
196,KU,1111196,Bachelor of Science (Occupational Health & Safety),,36.062,32.418
197,KU,1111197,Bachelor of Science (Telecommunication & Inform. Tech),,43.357,44.237
197,JKUAT,1249197,Bachelor of Science (Telecommunication and Information Engineering),,44.475,44.738
197,MMUK,1164197,Bachelor of Science (Telecommunication and Information Engineering),,42.903,42.141
198,EU,1057198,Bachelor of Arts (Economics & Sociology),,36.107,30.177
198,CU,1105198,Bachelor of Arts (Economics & Sociology),,32.169,33.957
198,KSU,1087198,Bachelor of Arts (Economics and Sociology),,30.194,25
198,LU,1176198,Bachelor of Arts (Economics and Sociology),,30.851,33.143
199,UON,1263199,Bachelor of Economics and Statistics,,43.698,43.652
199,KU,1111199,Bachelor of Economics & Statistics,,43.227,43.139
199,EU,1057200,Bachelor of Science (Economics & Statistics),,42.416,42.516
199,CU,1105200,Bachelor of Science (Economics & Statistics),,38.315,30.402
199,KSU,1087199,Bachelor of Economics and Statistics,,37.56,40.46
199,MMU,1165335,Bachelor of Science Econometrics and Statistics,,31.925,
199,SEKU,1166199,Bachelor of Economics and Statistics,,34.563,39.33
199,LU,1176200,Bachelor of Science (Economics and Statistics),,36.802,39.369
199,MCKUC,1170199,Bachelor of Economics & Statistics,,38.727,36.653
199,MKU,1279199,Bachelor of Economics and Statistics,,29.4,
208,JKUAT,1249208,Bachelor of Science (Computer Technology),,42.074,42.167
208,MSU,1229208,Bachelor of Science (Computer Technology),,38.132,37.465
208,MUST,1240208,Bachelor of Science in Computer Technology,,34.602,34.785
208,MMUK,1164208,Bachelor of Science (Computer Technology),,39.616,37.346
210,MSU,1229210,"Bachelor of Science (Earth Science, With IT)",,23,25
211,EU,1057211,Bachelor of Science (Manufacturing Engineering & Technology),,34.072,39.766
213,KU,1111213,Bachelor of Environmental Science,,39.685,39.537
213,EU,1057213,Bachelor of Science (Environmental Sciences),,36.35,27.796
213,JKUAT,1249213,Bachelor of Environmental Science,,39.088,36.933
213,MSU,1229213,"Bachelor of Science (Environmental Science, With IT)",,35.532,35.862
213,MMUST,1082213,Bachelor of Science (Environmental Science),,25.077,
213,PU,1117213,Bachelor of Environmental Science,,33.541,33.292
213,CU,1105213,Bachelor of Science (Environmental Science),,31.855,31.308
213,KSU,1087213,Bachelor of Science in Environmental Science,,32.008,31.975
213,MMU,1165339,Bachelor of Environmental Studies (Earth Sciences),,23,
213,LU,1176213,Bachelor of Science (Environmental Science),,30.496,29.636
213,KARU,1244213,Bachelor of Science in Environmental Studies,,27.811,28.579
213,UOE,1114213,Bachelor of Environmental Studies (Science),,31.971,31.163
213,RUC,1073213,Bachelor of Science (Environmental Science),,28.99,28.729
213,KABU,1061213,Bachelor of Science in Environmental Science,,25.304,
213,TUM,1063713,Diploma in Environmental Science,,4,
213,GUSII TI,1065713,Diploma in Environmental Sciences,,5,4
213,KIST,1075713,Diploma in Environmental Science,,4,4
213,KITALE TTI,1101713,Diploma in Environmental Science,,5,4
213,MOMBASA TTI,1113713,Diploma in Environmental Sciences,,4,4
215,KU,1111215,Bachelor of Science (Agricultural Resource Management),,36.773,36.281
215,MU,1253215,Bachelor of Science (Agricultural Economics and Resource Management),,33.252,27.907
215,JKUAT,1249615,Bachelor of Science (Agricultural Economics and Rural Development),,36.633,37.374
215,MMUST,1082215,Bachelor of Science (Agriculture Economics & Resource Management),,27.322,34.05
215,PU,1117215,Bachelor of Science in Agricultural Resource Management,,29.815,28.526
215,KSU,1087615,Bachelor of Science (Agricultural Economics and Rural Development),,30.244,28.573
215,MMU,1165215,Bachelor of Science (Agricultural Economics & Resource Management),,31.072,30.252
215,UOK,1118215,Bachelor of Science (Agricultural Economics & Resource Management),,26.051,25
215,KARU,1244215,Bachelor of Science in Agricultural Resource Economics and Management,,27.716,25
215,KBBU,1108215,Bachelor of Science (Agricultural Economics and Resource Management),,28.194,29.44
215,RUC,1073215,Bachelor of Science (Agricultural Economics & Resource Management),,28.114,29.065
215,KAFUCO,1470215,Bachelor of Science (Agricultural Economics and Resource Management),,23,
216,EU,1057216,Bachelor of Science (Agricultural Economics),,36.127,35.524
216,MSU,1229216,"Bachelor of Science (Agricultural Economics, With IT)",,34.542,33.597
216,CU,1105216,Bachelor of Science (Agricultural Economics),,32.448,32.261
216,KSU,1087216,Bachelor of Science in Agricultural Economics,,32.381,32.232
216,LU,1176216,Bachelor of Science (Agricultural Economics,,30.784,30.843
216,UOE,1114216,Bachelor of Science (Agricultural Economics),,32.243,33.258
217,KU,1111217,Bachelor of Science (Fashion Design & Marketing),,36.801,35.859
217,EU,1057217,Bachelor of Science (Clothing Textile & Interior Design),,34.401,31.335
217,MSU,1229217,"Bachelor of Arts (Textiles, Apparel Design and Fashion Merchandising, With IT)",,30.312,28.232
217,UOE,1114217,Bachelor of Science (Apparel & Fashion Technology),,31.591,29.823
217,KYUC,1079217,Bachelor of Science (Fashion Design and Textile Technology),,23,
217,RUC,1073217,Bachelor of Science (Fashion Design and Textile Technology),,23,29.69
217,MCKUC,1170217,Bachelor of Science in Fashion Design and Marketing,,23,27.668
217,BARA,1181217,Bachelor of Science (Fashion Design and Textile Technology),,26.938,
217,BONDO TTI,1465557,Diploma in Clothing & Textile,,7,
217,BUMBE TTI,1110557,Diploma in Fashion Design and Garment Making,,8,8
217,BUSHIANGALA TTI,1190557,Diploma in Clothing Technology,,7,8
217,FCK,1051557,Diploma in Fashion Design and Garment Making Technology,,7,7
217,GUSII TI,1065557,Diploma in Clothing & Textile,,,8
217,KAREN TTI,1440557,Diploma in Fashion Design & Garment Making,,7,7
217,KEROKA TTI,1227557,Diploma in Fashion & Garment Making,,8,10
217,KIIRUA TTI,1048557,Diploma in Clothing Technology,,8,9
217,MATHENGE TTI,1072557,Diploma in Clothing Technology,,8,8
217,MATILI TTI,1307557,Diploma in Fashion Design & Garment Making Technology,,,8
217,MERU TTI,1083557,Diploma in Clothing Technology,,7,6
217,MICHUKI TTI,1382557,Diploma in Clothing Technology,,,
217,MOMBASA TTI,1113557,Diploma in Clothing Technology,,9,7
217,MUSAKASA TTI,1405557,Diploma in Fasion Design and Garment Making Technology,,,9
217,NABUNE TTI,1052557,Diploma in Clothing Technology,,8,
217,NEPTTI,1230557,Diploma in Clothing Technology,,,10
217,NYERITTI,1239557,Diploma in Fashion Design & Clothing Technology,,7,7
217,RIAT,1241557,Diploma in Fashion Design and Clothing,,8,7
217,RVIST,1276217,Diploma in Fashion Design & Clothing,,7,6
217,RWIKA TI,1071557,Diploma in Fashion Design & Clothing,,7,8
217,SHAMBERERE TTI,1049557,Diploma in Fashion Design & Garment Making,,,7
217,SIST,1216557,Diploma in Fashion Design & Garment Making,,8,
217,ST.JOSEPH TI,1380557,Diploma in Fashion Design and Garment Making,,49,
221,KU,1111221,Bachelor of Science (Hospitality & Tourism Management),,39.475,38.848
221,MMUST,1082427,Bachelor of Hospitality Management,,30.171,
221,TUK,1112821,Bachelor of Science (Hospitality Management),,33.768,32.14
221,DeKUT,1173221,Bachelor of Sustainable Tourism and Hospitality Management,,32.514,33.312
221,PU,1117224,Bachelor of Science in Hospitality Management,,30.604,
221,MRUC,1246821,Bachelor of Science (Hospitality Management),,23,25
221,MCKUC,1170221,Bachelor of Science (Hospitality and Tourism Management),,28.941,32.023
221,GRETSA,1088224,Bachelor of Science in Hospitality Management,,23,
221,KeMU,1077224,Bachelor of Science in Hospitality Management,,28.139,
221,KeMU,1077684,Bachelor of Science in Travel and Tourism Management,,23,
221,MKU,1279224,Bachelor of Science in Hospitality Management,,29.097,
221,MKU,1279684,Bachelor of Science in Travel and Tourism Management,,28.349,
221,SCU,1090221,Bachelor of Hospitality and Tourism Management,,23,
221,TUM,1063757,Diploma in Tourism Management,,8,
221,COPUCK,1080757,Diploma in Tourism Management,,7,
221,CIT,1067757,Diploma in Tourism Management,,7,6
221,ELDO POLY,1237757,Diploma in Tourism Management,,6,6
221,KWSTI,1092757,Diploma in Tourism and Hospitality Management,,6,6
221,MOMBASA TTI,1113757,Diploma in Tourism Management,,8,7
221,NYERITTI,1239757,Diploma in Tourism Management,,7,7
221,RTI,1106757,Diploma in Tourism Management,,6,7
222,MU,1253222,Bachelor of Hotels and Hospitality Management,,37.299,36.803
222,CU,1105222,Bachelor of Tourism & Hotel Management,,32.131,31.337
222,MMU,1165222,Bachelor of Hotels and Hospitality Management,,32.792,32.133
222,UOK,1118222,Bachelor of Hotels and Hospitality Management,,30.996,25
222,KARU,1244222,Bachelor of Hotel and Hospitality Management,,31.512,32.777
